skills,institution,degree_names,graduation_year,field_of_study,experience_company_names,experience_start_dates,experience_end_dates,experience_related_skills,experience_positions,experience_responsibilities,languages,langauge_proficiency_levels
"['Data Analyst', 'Data Analytics', 'Data Modeling', 'Data Validation', 'R', 'Text Mining', 'Statistical Modeling', 'Python', 'Tableau', 'Forecasting', 'Clustering Analysis', 'Machine Learning', 'Natural Language Processing']","git, kolkata",b.tech,2020,cse,['adept solution'],['Nov 2019'],['Mar 2020'],"[['classification', 'transfer learning']]",['Trainee Internship'],"Mikrotik Router Configuration
OLT Device Setup & Management
Integration with Billing Software
Network Monitoring Tools Integration
Connectivity Troubleshooting
Technical Support & Escalation
Installation & Configuration
GPON/EPON Expertise
Cisco, OLT, MikroTik Knowledge",,
"['Machine Learning', 'Text Analytics', 'Software Development', 'Data Analysis', 'Python', 'Java', 'JavaScript', 'Matplotlib']","dr. nidhiram goyal engineering college, murshidabad",b.tech,2020,cse,['rnt laboratories'],['Apr 2019'],['Jun 2019'],"[['Machine Learning', 'Data Analysis']]",['Intern Trainee'],"Administrative Support
Scheduling
Filing & Documentation
Communication
Team Support
Equipment Maintenance
Information Provision
Inventory Management
Team Collaboration
OHS Policy Development
Safety Advice
Risk Assessment
Policy Review
OHS Training
Safety Inspections
Unsafe Act Prevention
Incident Investigation
Report Preparation",,
"['Machine Learning', 'Software Engineering', 'Python', 'Java', 'SAP', 'C programming']",jntu,b.tech,2019,computer science,['accenture'],['Apr 2019'],['Dec 2020'],[['Software Engineering']],['Software Developer'],"Mikrotik Router Configuration
OLT Device Setup & Management
Integration with Billing Software
Network Monitoring Tools Integration
Connectivity Troubleshooting
Technical Support & Escalation
Installation & Configuration
GPON/EPON Expertise
Cisco, OLT, MikroTik Knowledge",,
"['Deep learning', 'Python', 'SQL', 'Keras', 'PyTorch', 'PySpark', 'Data Science', 'Data Analysis', 'Machine Learning', 'Natural Language Processing', 'Artificial Intelligence', 'Computer Vision', 'Pattern Recognition', 'NLP', 'OpenCV', 'Image Processing']","indian institute of technology (iit), kharagpur",dual degree (b.tech + m.tech)(chemical),2019,chemical,['innoplexus'],['Nov 2019'],['Till Date'],"[['Computer Vision', 'NLP', 'Deep Learning', 'Image Processing']]",['Data Scientist'],"iOS Lifecycle
Requirement Analysis
Native Frameworks
iOS Development
API Integration
Technical Communication
UI Design
Performance Optimization
Feature Collaboration
Bug Fixing
Code Translation
High-Performance Development
Task Management
Cross-Team Collaboration
Code Quality",,
"['C++', 'Python', '.Ney(VB, ASP)', 'CSS', 'Javascript', 'Visual Basic', 'Visual FoxPro', 'Analytical Process Improvement', 'Risk Assessment & Tracking', 'Data & Network Management', 'Scrum & Agile']",new york university,bachelor of science,2017,computer science,"['beckman coulter', 'blueocean biomedical', 'mathworks']","['2/2019', '1/2018', '5/2016']","['6/2020', '1/2019', '8/2016']","[None, None, None]","['Information Systems Assistant', 'IT Associate', 'Web Developer Intern']","Generative AI Development
Evolutionary Computation
Deep Learning Optimization
Expert Systems Design
Knowledge Representation
Data Preprocessing
Model Training
Research & Integration",,
"['Data Analysis', 'Data Analytics', 'Data Mining', 'Deep Learning', 'Machine Learning', 'Artificial Intelligence', 'Linear Regression', 'Data Exploration', 'Sequential Analysis']",goverment college of engineering and ceramic technology,b.tech,2020,computers,['wtpl'],['Jun 2020'],['till date'],"[['Machine Learning', 'Data Collection']]",['Associate Project Engineer'],"Hardware & Software Installation
System Monitoring
IT Support
Networking Expertise
Mail Server Administration
Security Management
Troubleshooting & Repair
Operations Support",,
"['Machine Learning', 'Software Engineering', 'Python', 'Java', 'SAP', 'C programming']",jntu,b.tech,2019,computer science,['accenture'],['Apr 2019'],['Dec 2020'],[['Software Engineering']],['Software Developer'],"Supervision
Monitoring
Construction
Estimation
Planning
Material Management
Project Coordination
Quality Assurance
Cost Control
Inventory
Operations
Safety
Error Escalation
Miscellaneous Tasks




",,
"['Big Data', 'Hadoop', 'Hive', 'Python', 'Mapreduce', 'Spark', 'Java', 'Machine Learning', 'Cloud', 'Hdfs', 'YARN', 'Core Java', 'Data Science', 'C++', 'Data Structures', 'DBMS', 'RDBMS', 'Informatica', 'Talend', 'Amazon Redshift', 'Microsoft Azure']","the amity school of engineering & technology (aset), noida",b.tech,2019,electronics,['coca-cola'],['Nov 2019'],['Till Date'],[['Big Data']],['Big Data Analyst'],"Administrative Support
Scheduling
Filing & Documentation
Communication
Team Support
Equipment Maintenance
Information Provision
Inventory Management
Team Collaboration
OHS Policy Development
Safety Advice
Risk Assessment
Policy Review
OHS Training
Safety Inspections
Unsafe Act Prevention
Incident Investigation
Report Preparation",,
"['Snowflake', 'Python', 'C++', 'R', 'SQL', 'Tableau', 'PyTorch']",university of british columbia,b.s.,2013,engineering,"['abcellera', 'microsoft', 'swiss re']","['July 2014', 'January 2012', 'May 2012']","['current', 'June 2014', 'May 2014']","[['Computer Vision', 'Machine Learning', 'Data Collection', 'KPI Reports'], ['Predictive Modeling', 'Data Analysis', 'Algorithm Development', 'Data Visualization'], ['Data Science', 'Algorithm Development', 'Strategic Insights', 'Business Communication']]","['Computer Vision Scientist', 'IT Data Scientist', 'Associate Data Scientist']","Project Design
Data Analysis
ACCORD/Alliance Knowledge
BNBC Standards
Cost Estimation
Feasibility Studies
Documentation
Compliance
Site Monitoring
Policy Enforcement
Legal Compliance
Data Management
Team Collaboration",,
"['Software Engineering', 'SDLC', 'Data Handling', 'Data Warehousing', 'Data Cleaning', 'Model Building', 'AWS', 'Python', 'C++', 'Big Data']","hit, haldia",b.sc,2019,applied statistics and computation,['sgn pvt ltd'],['Nov 2019'],['Till Date'],"[['Software Development Lifecycle', 'Requirement Analysis', 'Documentation', 'Coding', 'Testing']]",['Associate Developer'],"Full Stack Development
Front-end: ReactJS, NextJS
Backend: Python, Django
API Design
Server-Side Logic
DRF (Django REST Framework)
Database Management (PostgreSQL, MySQL)
Version Control (Git)
AWS (ECR, RDS, ECS, ALB, EC2, etc.)
Linux, Docker, CI/CD, GitLab
Terraform, Shell Scripting",,
"['Statistical Modeling', 'Natural Language Processing', 'Text Mining', 'Python', 'PySpark', 'Microsoft Azure', 'Azure Databricks', 'Azure Data Factory', 'SQL', 'Machine Learning Engineer', 'Data Analyst']",prm college of engineering,b.tech,2019,information technology,['desarks'],['Nov 2019'],['Ongoing'],"[['Natural Language Processing', 'Fraud Analytics', 'Network Analysis', 'Graphic Visualization']]",['Software Developer (Machine Learning)'],"Hardware & Network Installation
Troubleshooting & Diagnostics
User Training & Capacity Building
Hardware Replacement
Fault Repair & System Setup
Software License & Account Management
Backup Management
System Updates & Maintenance
Server & Storage Management
Documentation & Technical Specifications
Data Protection & Disaster Recovery
Storage & Database Planning
Power & Disk Backup
Incident Management & Escalation
Service Restoration
User Communication & Verification
Incident Classification & Resolution
Major Incident Escalation
Problem & Error Management
Task Assignment & Execution",,
"['Python', 'Machine Learning', 'Text Analytics', 'Big Data Analytics', 'Data Mining', 'Natural Language Processing', 'Multivariate Analysis', 'R', 'MS-Excel']",nagpur university,b.tech,2019,instrumentation and control,['tata consultancy services ltd.'],['Nov 2019'],['Apr 2021'],[['Python']],['Junior Data Engineer'],"Apparel Sourcing
Quality Garment Sourcing
Reliable Partner
Buyer/Vendor Communication",,
"['Requirement Analysis', 'Machine Learning', 'Predictive Analytics', 'Python', 'Tableau', 'PowerBI', 'R', 'SQL', 'Advanced Excel', 'Business Analytics']",sri venkateshwara university (svu),b.ca,2020,computer applications,['cdx infotech'],['August 2019'],['January 2020'],"[['Python', 'SQL', 'Tableau', 'Power BI']]",['BU Analyst Intern'],"Machine Learning Leadership
Cross-Functional Collaboration
Strategy Development
ML/NLP Infrastructure
Prototype Transformation
ML System Design
Algorithm Research
Application Development
Dataset Selection
ML Testing
Statistical Analysis
R&D in ML/NLP
Text Representation
Data Pipeline Design
Statistical Data Analysis
Model Training
Team Collaboration
Research Reporting
Algorithm Analysis",,
"['Software Development', 'Machine Learning', 'Deep Learning', 'Risk Assessment', 'Requirement Gathering', 'Application Support', 'JavaScript', 'Python', 'Docker', 'HTML', 'Hive', 'CSS', 'C', 'C++']","birla institute of technology (bit), ranchi",b.tech,2018,electronics/telecommunication,['axis bank limited'],['June 2018'],['Till Date'],"[['Unified Payment Interface', 'Risk Prediction', 'Big Data', 'Spark', 'PySpark']]",['Software Developer (Machine Learning Engineer)'],"Machinery Maintenance
Troubleshooting
Report Preparation
Log Maintenance",,
"['JavaScript (Angular)', 'HTML/ CSS', 'Python (Django)', 'SQL (PostgreSQL, Oracle)', 'REST APIs', 'Git']",university of illinois chicago,b.s.,2020,computer science,['book of the month'],['April 2019'],['September 2019'],[None],['Web Developer Intern'],"Design Review
Coordination
Proposal Preparation
Feasibility Analysis
Software Utilization
Supervision
Technical Support
Submission Review
Progress Reporting
Compliance
Site Visits",,
"['Python', 'LeetCode', 'GDB', 'GitHub', 'HTML', 'MySQL', 'Lucidchart', 'Postman', 'OWASP ZAP', 'Jira']",university of texas,bachelor of science,2015,computer science,"['charles schwab', 'sysco', 'accenture']","['2020', '2017', '2015']","['current', '2020', '2017']","[['Python', 'GDB', 'GitHub'], ['PowerShell'], ['OWASP ZAP', 'Jira']]","['Computer Programmer', 'Systems Administrator', 'Help Desk Technician']","Mikrotik Router Configuration
OLT Device Setup & Management
Integration with Billing Software
Network Monitoring Tools Integration
Connectivity Troubleshooting
Technical Support & Escalation
Installation & Configuration
GPON/EPON Expertise
Cisco, OLT, MikroTik Knowledge",,
"['Machine Learning', 'Data Transition', 'Natural Language Processing', 'Predictive Analytics', 'Data Cleaning', 'Data Visualization', 'Deep Learning', 'BeRT Modelling', 'Tensorflow', 'Python', 'SciKit Learn', 'Data computation libraries in python']",pgg college bangalore,b.tech,2019,electrical,['cutthroat media'],['Jan 2019'],['Feb 2020'],"[['NLP', 'Data Analysis']]",['NLP Analyst'],"Internal Audit Assistance
Voucher & Bill Verification
Cost Sheet Analysis
L/C Voucher Verification
Expense Verification
Salary & Wages Verification
Market Rate Verification",,
"['Python', 'LeetCode', 'GDB', 'GitHub', 'HTML', 'MySQL', 'Lucidchart', 'Postman', 'OWASP ZAP', 'Jira']",university of texas,bachelor of science,2015,computer science,"['charles schwab', 'sysco', 'accenture']","['2020', '2017', '2015']","['current', '2020', '2017']","[['Python', 'GDB', 'GitHub'], ['PowerShell'], ['OWASP ZAP', 'Jira']]","['Computer Programmer', 'Systems Administrator', 'Help Desk Technician']","Full Stack Development
Front-end: ReactJS, NextJS
Backend: Python, Django
API Design
Server-Side Logic
DRF (Django REST Framework)
Database Management (PostgreSQL, MySQL)
Version Control (Git)
AWS (ECR, RDS, ECS, ALB, EC2, etc.)
Linux, Docker, CI/CD, GitLab
Terraform, Shell Scripting",,
"['Machine Learning', 'Data Transition', 'Natural Language Processing', 'Predictive Analytics', 'Data Cleaning', 'Data Visualization', 'Deep Learning', 'BeRT Modelling', 'Tensorflow', 'Python', 'SciKit Learn', 'Data computation libraries in python']",pgg college bangalore,b.tech,2019,electrical,['cutthroat media'],['Jan 2019'],['Feb 2020'],"[['NLP', 'Data Analysis']]",['NLP Analyst'],"Machine Learning Leadership
Cross-Functional Collaboration
Strategy Development
ML/NLP Infrastructure
Prototype Transformation
ML System Design
Algorithm Research
Application Development
Dataset Selection
ML Testing
Statistical Analysis
R&D in ML/NLP
Text Representation
Data Pipeline Design
Statistical Data Analysis
Model Training
Team Collaboration
Research Reporting
Algorithm Analysis",,
"['Data Analytics', 'Natural Language Processing', 'Production Engineering', 'Production Analytics', 'Tableau', 'Machine Learning', 'Python', 'NLTK']",smv institute of technology,b.tech,2019,electrical and electronics,['mahindra ltd'],['2019'],['TILL DATE'],"[['Data Analytics', 'Production Engineering', 'Machine Learning']]",['Assistant Analyst'],"Mushak Forms Maintenance
VAT Software & MS Office Maintenance
VAT Ledger Management
VAT Challan Coordination
Liaison with VAT Office
VAT Documentation
Other Assigned Tasks",,
"['Big Data', 'Hadoop', 'Hive', 'Python', 'Mapreduce', 'Spark', 'Java', 'Machine Learning', 'Cloud', 'Hdfs', 'YARN', 'Core Java', 'Data Science', 'C++', 'Data Structures', 'DBMS', 'RDBMS', 'Informatica', 'Talend', 'Amazon Redshift', 'Microsoft Azure']","the amity school of engineering & technology (aset), noida",b.tech,2019,electronics,['coca-cola'],['Nov 2019'],['Till Date'],[['Big Data']],['Big Data Analyst'],"15+ Years Banking Experience
Audit/Inspection/ICC Leadership
Internal Audit & Compliance
Risk-Based Operational Reviews
System-Based Audit Expertise
Knowledge of Bangladeshi Laws",,
"['Software Development', 'Machine Learning', 'Deep Learning', 'Risk Assessment', 'Requirement Gathering', 'Application Support', 'JavaScript', 'Python', 'Docker', 'HTML', 'Hive', 'CSS', 'C', 'C++']","birla institute of technology (bit), ranchi",b.tech,2018,electronics/telecommunication,['axis bank limited'],['June 2018'],['Till Date'],"[['Unified Payment Interface', 'Risk Prediction', 'Big Data', 'Spark', 'PySpark']]",['Software Developer (Machine Learning Engineer)'],"Recruitment Coordination
Appointment Management
Selection Criteria
Employee Orientation
Performance Evaluation
HR Database Management
Report Compilation
Documentation
Event Coordination
Task Execution",,
"['Python', 'Webscrapping', 'PowerBI', 'Data Cleaning', 'Data Preparation', 'Data Analysis', 'Predictive Modeling', 'Data Analytics', 'Pivot Table', 'SQL', 'PostgreSQL', 'Analytics', 'Excel', 'Machine Learning', 'XML']",mumbai university,bachelor of science,2020,statistics,['dell technologies'],['Jul 2019'],['Sep 2020'],[['Creating dashboards for sales and profits']],['Junior Analyst'],"Machine Learning Leadership
Cross-Functional Collaboration
Strategy Development
ML/NLP Infrastructure
Prototype Transformation
ML System Design
Algorithm Research
Application Development
Dataset Selection
ML Testing
Statistical Analysis
R&D in ML/NLP
Text Representation
Data Pipeline Design
Statistical Data Analysis
Model Training
Team Collaboration
Research Reporting
Algorithm Analysis",,
"['Python', 'Machine Learning', 'Deep Learning', 'R', 'Computer Vision', 'Numpy', 'Panda', 'Matplotlib', 'MySQL', 'OpenCV', 'PyTorch']",punjab university,b.tech,2019,electrical,"['gruvil technologies', 'drdo']","['Apr 2020', 'Dec 2018']","['Ongoing', 'Jul 2019']","[['NLP', 'Data Scrapping', 'Python', 'Beautiful Soup'], ['Image Processing', 'Python', 'Satellite Imagery']]","['Intern Trainee', 'Intern Developer']","Technical Support
Troubleshooting
Collaboration
Documentation
System Monitoring
Software Deployment
Training & Mentorship
Industry Trends
Field Visits




",,
"['Data Analysis', 'Data Mining', 'Deep Learning', 'Machine Learning', 'Artificial Intelligence']",jaipur university,b.tech,2018,cse,"['empryean data consultant', 'oclosia']","['Jan 2019', 'May 2018']","['Apr 2020', 'Nov 2018']","[['NLP', 'Linear Dirichlet Allocation'], ['SQL', 'AWS Redshift']]","['N/A', 'Data Consultant']","Technical Support
Troubleshooting
Collaboration
Documentation
System Monitoring
Software Deployment
Training & Mentorship
Industry Trends
Field Visits




",,
"['Machine Learning', 'Natural Language Processing', 'Deep Learning', 'Sentiment Analysis', 'Python', 'NLTK', 'BeRT', 'GPT', 'XLNet', 'Text Analysis', 'Text Extraction', 'OCR']","rajiv gandhi memorial university, delhi",b.tech,2020,electrical,['zynta labs'],['Apr 2019'],['Nov 2019'],"[['NLP', 'Machine Learning', 'Text Analysis']]",['NLP Developer Intern'],"Project Design
Data Analysis
ACCORD/Alliance Knowledge
BNBC Standards
Cost Estimation
Feasibility Studies
Documentation
Compliance
Site Monitoring
Policy Enforcement
Legal Compliance
Data Management
Team Collaboration",,
"['Business Analyst', 'Data Analysis', 'Machine Learning', 'Python', 'C++', 'DotNet', 'Java', 'PyTorch']","institute of technology, banaras hindu university",b.tech (civil),2019,civil,['citi'],['March 2019'],['June 2020'],"[['Data Analysis', 'Machine Learning']]",['Financial Business Analyst Intern'],"iOS Lifecycle
Requirement Analysis
Native Frameworks
iOS Development
API Integration
Technical Communication
UI Design
Performance Optimization
Feature Collaboration
Bug Fixing
Code Translation
High-Performance Development
Task Management
Cross-Team Collaboration
Code Quality",,
"['Artificial Intelligence', 'Deep Learning', 'Reinforcement Learning', 'Tensorflow Keras', 'Scikit learn', 'Numpy', 'Pandas', 'Matplotlib']","iiit d&m kancheepuram, chennai",b.tech(it),2019,information technology,['larsen & toubro'],['Dec 2019'],['Till Date'],"[['OCR', 'Machine Learning']]",['Analyst Intern'],"Mikrotik Router Configuration
OLT Device Setup & Management
Integration with Billing Software
Network Monitoring Tools Integration
Connectivity Troubleshooting
Technical Support & Escalation
Installation & Configuration
GPON/EPON Expertise
Cisco, OLT, MikroTik Knowledge",,
"['Machine Learning', 'Data processing', 'Data visualization', 'Deep Learning', 'SQL', 'Python Programming', 'PyCharm', 'Django']",heramba chandra college,b.tech,2020,cse,['dkb innovations'],['Jun 2019'],['Jan 2020'],[['Python Programming']],['Python Intern'],"Hardware & Software Installation
System Monitoring
IT Support
Networking Expertise
Mail Server Administration
Security Management
Troubleshooting & Repair
Operations Support",,
"['Data Analyst', 'Data Analytics', 'Data Analysis', 'Time Series Analysis', 'Business Analytics', 'Predictive Modeling', 'Regression Analysis', 'Image Processing', 'Data Visualization', 'Linear Regression', 'Statistical Analysis', 'Requirement Analysis', 'SQL', 'Tableau', 'Python']",sikkim manipal university,bsc,2019,information technology,['sanrachna sgt university'],['Jun 2019'],['Jun 2020'],"[['Data Analysis', 'EDA', 'modelling', 'RShiny', 'text classifier']]",['Deputy Data Analyst'],"Design Creation
CAD Drawings
Design Optimization
Team Collaboration
Compliance Assurance
Design Reviews
Manufacturing Support
Documentation",,
"['Data Analysis', 'Data Visualization', 'Deep Learning', 'Machine Learning', 'Adobe Analytics', 'Excel', 'Matplotlib', 'Python']",maulana abul university,b.tech,2019,it,['tata sons'],['Apr 2019'],['Till date'],"[['Data Analysis', 'Data Visualization', 'Business Intelligence']]",['Analyst Support'],"Open-Source Technologies
CI/CD Culture & Tooling
Product Availability & Scalability
Automation (Build & Deploy)
Monitoring & Reliability
Infrastructure Innovation
Software Engineering Velocity
Infrastructure Resiliency
Security & Data Availability",,
"['Big Data', 'Hadoop', 'Hive', 'Python', 'Mapreduce', 'Spark', 'Java', 'Machine Learning', 'Cloud', 'Hdfs', 'YARN', 'Core Java', 'Data Science', 'C++', 'Data Structures', 'DBMS', 'RDBMS', 'Informatica', 'Talend', 'Amazon Redshift', 'Microsoft Azure']","the amity school of engineering & technology (aset), noida",b.tech,2019,electronics,['coca-cola'],['Nov 2019'],['Till Date'],[['Big Data']],['Big Data Analyst'],"Internal Audit Assistance
Voucher & Bill Verification
Cost Sheet Analysis
L/C Voucher Verification
Expense Verification
Salary & Wages Verification
Market Rate Verification",,
"['Tensorflow', 'AWS', 'Keras', 'Deep Learning', 'Pytorch', 'Flask', 'Machine Learning', 'PySpark', 'Kafka', 'XML', 'API', 'JavaScript', 'AngularJS', 'SAP', 'RestAPI', 'PHP']","pes university, bangalore",b.tech(it),2019,information technology,['at&c solutions'],['Mar 2019'],['Ongoing'],"[['MaskRCNN', 'Image Recognition', 'ML']]",['Software Developer ML'],"Mikrotik Router Configuration
OLT Device Setup & Management
Integration with Billing Software
Network Monitoring Tools Integration
Connectivity Troubleshooting
Technical Support & Escalation
Installation & Configuration
GPON/EPON Expertise
Cisco, OLT, MikroTik Knowledge",,
"['Tensorflow', 'AWS', 'Keras', 'Deep Learning', 'Pytorch', 'Flask', 'Machine Learning', 'PySpark', 'Kafka', 'XML', 'API', 'JavaScript', 'AngularJS', 'SAP', 'RestAPI', 'PHP']","pes university, bangalore",b.tech(it),2019,information technology,['at&c solutions'],['Mar 2019'],['Ongoing'],"[['MaskRCNN', 'Image Recognition', 'ML']]",['Software Developer ML'],"Hardware & Network Installation
Troubleshooting & Diagnostics
User Training & Capacity Building
Hardware Replacement
Fault Repair & System Setup
Software License & Account Management
Backup Management
System Updates & Maintenance
Server & Storage Management
Documentation & Technical Specifications
Data Protection & Disaster Recovery
Storage & Database Planning
Power & Disk Backup
Incident Management & Escalation
Service Restoration
User Communication & Verification
Incident Classification & Resolution
Major Incident Escalation
Problem & Error Management
Task Assignment & Execution",,
"['Data Analyst', 'Data Mining', 'Data Visualization', 'Machine Learning', 'Linear Regression', 'Statistical Modeling', 'Predictive Modeling', 'SQL Server', 'Oracle', 'Python']",garodia institute of technosciences,b.tech,2020,civil,['dictis'],['Jan 2020'],['Apr 2020'],[['decision making']],['Intern Trainee'],"Supervision
Monitoring
Construction
Estimation
Planning
Material Management
Project Coordination
Quality Assurance
Cost Control
Inventory
Operations
Safety
Error Escalation
Miscellaneous Tasks




",,
"['Machine Learning', 'Software Developer', 'Software Engineering', 'ML Engineer', 'Model Building', 'Deep Learning', 'Numpy', 'Pandas', 'PySpark', 'Hadoop', 'Matplotlib', 'Keras', 'Tensorflow', 'TensorflowJS', 'AngularJS', 'Computer Vision', 'Natural Language Processing', 'HuggingFace', 'Data Wrangling', 'Scikit Learn', 'Algorithm Optimization']","iiit d&m kancheepuram, chennai",b.tech,2019,electronics/telecommunication,['larsen & toubro'],['Jul 2019'],['Till Date'],"[['Machine Learning', 'Computer Vision', 'Natural Language Processing']]",['Machine Learning Engineer'],"Relationship Building
HR Collaboration
Policy Development
Training Management
Record Keeping
Compliance
Employee Development
Policy Enforcement
Communication
Task Execution",,
"['Business Analytics', 'Data Analysis', 'Machine Learning', 'SQL', 'Firebase', 'AWS', 'GCP', 'Cloud Infrastructure', 'Python', 'Text Mining', 'Database Management and Processing', 'Time Series Analysis', 'Research Analysis']",lucknow university,b.sc,2019,statistics,['e express'],['Aug 2020'],['Till Date'],[['big data analytics']],['Associate Data Scientist'],"Internal Audit Assistance
Voucher & Bill Verification
Cost Sheet Analysis
L/C Voucher Verification
Expense Verification
Salary & Wages Verification
Market Rate Verification",,
"['Tensorflow', 'AWS', 'Keras', 'Deep Learning', 'Pytorch', 'Flask', 'Machine Learning', 'PySpark', 'Kafka', 'XML', 'API', 'JavaScript', 'AngularJS', 'SAP', 'RestAPI', 'PHP']","pes university, bangalore",b.tech(it),2019,information technology,['at&c solutions'],['Mar 2019'],['Ongoing'],"[['MaskRCNN', 'Image Recognition', 'ML']]",['Software Developer ML'],"Design Review
Coordination
Proposal Preparation
Feasibility Analysis
Software Utilization
Supervision
Technical Support
Submission Review
Progress Reporting
Compliance
Site Visits",,
"['Deep Learning', 'Machine Learning', 'Artificial Intelligence', 'Linear Regression', 'Software Engineering', 'Python', 'Java', 'SAP', 'C', 'C++', 'Jenkins', 'Kubernetes', 'Docker', 'Backend']",jawaharlal nehru university,b.tech,2019,civil,['accenture'],['Jan 2019'],['Jan 2020'],"[['SAP', 'Data Loading', 'Configuration', 'User Stories']]",['Application Development Associate'],"Recruitment Coordination
Appointment Management
Selection Criteria
Employee Orientation
Performance Evaluation
HR Database Management
Report Compilation
Documentation
Event Coordination
Task Execution",,
"['Data Analysis', 'Data Analytics', 'Linear Regression', 'Logistic Regression', 'Predictive Modeling', 'Business Analytics']","hiit college, goa",b.tech,2019,electrical and electronics,"['inyra nursing home', 'caribo hotels & casinos']","['Jul 2019', 'Dec 2018']","['Oct 2020', 'May 2019']","[['Data Analysis', 'Predictive Modeling'], ['Data Analytics', 'Logistic Regression']]","['Associate Medical Analyst', 'Junior Data Engineer']","Project Design
Data Analysis
ACCORD/Alliance Knowledge
BNBC Standards
Cost Estimation
Feasibility Studies
Documentation
Compliance
Site Monitoring
Policy Enforcement
Legal Compliance
Data Management
Team Collaboration",,
"['Business Analysis', 'Machine Learning', 'Requirement Gathering', 'Data Analysis', 'Artificial Intelligence', 'Predictive Modeling', 'Deep Learning', 'Data Modeling', 'Manual Testing', 'Quality Assurance', 'Python', 'R', 'SQL', 'HTML', 'Numpy', 'Tensorflow']","indian institute of technology (iit), mumbai",b.tech,2020,mechanical,['loyalty rewards management. pvt. ltd.'],['Aug 2020'],['Till Date'],"[['Business Analysis', 'Data Analysis', 'Designing', 'Predictive Modeling']]",['Business Analyst'],"Open-Source Technologies
CI/CD Culture & Tooling
Product Availability & Scalability
Automation (Build & Deploy)
Monitoring & Reliability
Infrastructure Innovation
Software Engineering Velocity
Infrastructure Resiliency
Security & Data Availability",,
"['Software Engineer', 'Software Developer', 'C++', 'C#', 'Jenkins', 'SpringBoot', 'Django', 'Python', 'SAP', 'Firebase']",anna university,b.tech,2020,civil,['flipkart'],['Feb 2020'],['Nov 2020'],"[['Software Engineer', 'Software Developer', 'C++', 'C#', 'Jenkins', 'SpringBoot', 'Django', 'Python', 'SAP', 'Firebase']]",['Intern'],"Data Platform Design
Data Pipeline Development
ETL Processes
SQL Query Optimization
Data Integration & Transformation
Data Modeling
Stakeholder Collaboration
Data Quality Monitoring
Continuous Learning",,
"['Statistical Analysis', 'C', 'OpenCV', 'Deep Learning', 'Computer Vision', 'R', 'Exploratory Data Analysis', 'Linear Regression', 'Logistic Regression', 'Risk Analyst', 'Machine Learning', 'Financial Risk Management']","dbb university, himachal",b.tech,2020,it,['hsbc bank'],['Apr 2020'],['till Date'],"[['Data Analysis', 'Financial Services', 'Fiat Currency Stabilities']]",['Data Analyst'],"Database Design & Development
SQL Query Optimization
Data Integrity & Security
BI Solutions Development
ETL Process Implementation
Database Maintenance
Backup & Restore Management
Index Rebuilding & Performance Tuning
SQL Server Clustering & High Availability
SQL Server Replication
High Availability Group Management
Database Monitoring & Troubleshooting",,
"['Machine Learning', 'Data Structures', 'Data Mining', 'Data Modeling', 'Python', 'Java Programming', 'Algorithms']","chadrasekhar university, mangalore",b.sc,2018,statistics,"['kinsgley co.', 'cis it services']","['Jul 2019', 'Jun 2018']","['Ongoing', 'May 2019']","[['Machine Learning', 'Data Modeling'], ['Data Structures', 'Data Mining']]","['Automation Engineer', 'Data Engineer']","Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support",,
"['Software Engineer', 'Data Analyst', 'Machine Learning', 'Text Analytics', 'Software Development', 'Object Oriented Programming', 'Pandas', 'Numpy', 'Java', 'Python', 'SpringBoot', 'Laravel']",dr. jagjiban rao engineering college,b.tech,2019,ece,['klp technology solutions'],['Jan 2019'],['till date'],"[['Machine Learning', 'Software Engineering', 'Feature Engineering', 'Evaluation Methods']]",['Software Engineer'],"Supervision
Monitoring
Construction
Estimation
Planning
Material Management
Project Coordination
Quality Assurance
Cost Control
Inventory
Operations
Safety
Error Escalation
Miscellaneous Tasks




",,
"['Research Associate', 'Business Analyst', 'Business Analytics', 'Data Mining', 'Data Modeling', 'Predictive Analysis', 'Business Intelligence', 'Machine Learning', 'Market Research', 'Customer Engagement', 'Risk Management', 'Retention', 'Audience', 'Python']",bhavleesh duggar college,b.tech,2020,mechanical,['kripa infotech'],['Apr 2020'],['Sep 2020'],"[['Market Research', 'Data Analysis']]",['Associate Market Research Analyst Intern'],"Administrative Support
Scheduling
Filing & Documentation
Communication
Team Support
Equipment Maintenance
Information Provision
Inventory Management
Team Collaboration
OHS Policy Development
Safety Advice
Risk Assessment
Policy Review
OHS Training
Safety Inspections
Unsafe Act Prevention
Incident Investigation
Report Preparation",,
"['Deep learning', 'Python', 'SQL', 'Keras', 'PyTorch', 'PySpark', 'Data Science', 'Data Analysis', 'Machine Learning', 'Natural Language Processing', 'Artificial Intelligence', 'Computer Vision', 'Pattern Recognition', 'NLP', 'OpenCV', 'Image Processing']","indian institute of technology (iit), kharagpur",dual degree (b.tech + m.tech)(chemical),2019,chemical,['innoplexus'],['Nov 2019'],['Till Date'],"[['Computer Vision', 'NLP', 'Deep Learning', 'Image Processing']]",['Data Scientist'],"Recruitment Coordination
Appointment Management
Selection Criteria
Employee Orientation
Performance Evaluation
HR Database Management
Report Compilation
Documentation
Event Coordination
Task Execution",,
